userid,education,region,hhsz,age,income,child,race,country,domain,date,product,qty,price
13535361,2.0,4.0,3,8.0,6,1,1,0,amazon.com,20070226,ALL ABOUT THE PRESIDENTS SEARCH-A-WORD PUZZLES CONDITION: NEW,1,3.99
13535361,2.0,4.0,3,8.0,6,1,1,0,amazon.com,20070226,SPORTS SEARCH-A-WORD PUZZLES CONDITION: NEW,1,3.99
13537377,,2.0,4,11.0,5,1,1,0,amazon.com,20070226,SIBLINGS WITHOUT RIVALRY: HOW TO HELP YOUR CHILDREN LIVE TOGETHER SO YOU CAN LIVE TOO CONDITION: NEW,1,11.16
13537377,,2.0,4,11.0,5,1,1,0,amazon.com,20070226,HOW TO TALK SO KIDS CAN LEARN CONDITION: NEW,1,10.17
13537377,,2.0,4,11.0,5,1,1,0,amazon.com,20070226,HOW TO TALK SO KIDS WILL LISTEN & LISTEN SO KIDS WILL TALK CONDITION: NEW,1,11.16
13586877,,1.0,2,11.0,1,1,1,0,amazon.com,20070226,ROYAL CANADIAN AIR FORCE EXERCISE PLANS FOR PHYSICAL FITNESS,1,14.88
13706136,2.0,3.0,3,6.0,6,1,1,1,amazon.com,20070226,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,18.89
13706136,2.0,3.0,3,6.0,6,1,1,1,amazon.com,20070226,ALCOHOLICS ANONYMOUS COMES OF AGE: A BRIEF HISTORY OF A. A.,1,6.47
13706136,2.0,3.0,3,6.0,6,1,1,1,amazon.com,20070226,BECOMING NATURALLY THERAPEUTIC: A RETURN TO THE TRUE ESSENCE OF HELPING CONDITION: NEW,5,54.4
13706136,2.0,3.0,3,6.0,6,1,1,1,amazon.com,20070226,CHEMICAL DEPENDENCY COUNSELING: A PRACTICAL GUIDE CONDITION: NEW,3,222.6
13706136,2.0,3.0,3,6.0,6,1,1,1,amazon.com,20070226,ALCOHOLISM AND OTHER DRUG PROBLEMS CONDITION: NEW,5,175.0
13796970,4.0,3.0,4,8.0,6,1,2,0,barnesandnoble.com,20070226,INTO THE STORM HARDCOVER,1,15.8
13796970,4.0,3.0,4,8.0,6,1,2,0,barnesandnoble.com,20070226,INTO THE STORM HARDCOVER,1,15.8
13947688,,3.0,2,4.0,4,0,1,0,amazon.com,20070226,THE FIVE LOVE LANGUAGES: HOW TO EXPRESS HEARTFELT COMMITMENT TO YOUR MATE,1,3.31
13947688,,3.0,2,4.0,4,0,1,0,amazon.com,20070226,"LOVE & RESPECT: THE LOVE SHE MOST DESIRES, THE RESPECT HE DESPERATELY NEEDS CONDITION: NEW",1,14.95
13947688,,3.0,2,4.0,4,0,1,0,amazon.com,20070226,THE FIVE LOVE LANGUAGES: HOW TO EXPRESS HEARTFELT COMMITMENT TO YOUR MATE CONDITION: NEW,1,8.99
13998492,4.0,1.0,5,7.0,6,1,1,0,amazon.com,20070226,FIRST INTO NAGASAKI: THE CENSORED EYEWITNESS DISPATCHES ON POST-ATOMIC JAPAN AND ITS PRISONERS OF WAR,1,15.0
14020270,1.0,4.0,2,5.0,5,1,1,0,amazon.com,20070226,"LOWER YOUR TAXES - BIG TIME!  WEALTH-BUILDING, TAX REDUCTION SECRETS FROM AN IRS INSIDER BOOKS SANDY BOTKIN",1,12.03
14270706,,4.0,2,4.0,5,0,1,0,amazon.com,20070226,SHARP OBJECTS: A NOVEL CONDITION: NEW,1,16.32
14306030,2.0,3.0,4,6.0,6,1,1,0,amazon.com,20070226,THE COMPLETE BOOK OF WOODWORKING: DETAILED PLANS FOR MORE THAN 40 FABULOUS PROJECTS,1,16.95
14329543,,3.0,4,7.0,7,1,1,0,amazon.com,20070226,M. BUTTERFLY: WITH AN AFTERWORD BY THE PLAYWRIGHT CONDITION: NEW,1,8.76
14337414,,3.0,4,7.0,5,1,1,0,amazon.com,20070226,THE BEST LIFE DIET CONDITION: NEW,1,15.6
14361162,2.0,1.0,3,8.0,5,1,1,0,amazon.com,20070226,"GOD'S DIET: A SHORT & SIMPLE WAY TO EAT NATURALLY, LOSE WEIGHT, AND LIVE A HEALTHIER LIFE",1,5.12
14387581,,3.0,5,9.0,7,1,1,0,amazon.com,20070226,FINANCIAL INSTITUTIONS MARKETS AND MONEY (DRYDEN PRESS SERIES IN FINANCE),1,3.05
14435197,,3.0,3,7.0,6,1,1,0,amazon.com,20070226,"THRONE OF JADE (TEMERAIRE, BOOK 2) BOOKS NAOMI NOVIK",1,7.5
14435197,,3.0,3,7.0,6,1,1,0,amazon.com,20070226,"BLACK POWDER WAR (TEMERAIRE, BOOK 3) BOOKS NAOMI NOVIK",1,7.5
14435197,,3.0,3,7.0,6,1,1,0,amazon.com,20070226,INTO THE DARK LANDS FIRST BOOK OF THE SUNDERED (THE SUNDERED SERIES) BOOKS MICHELLE SAGARA WEST,1,10.61
14453906,,1.0,5,6.0,4,1,1,0,amazon.com,20070226,"MACMILLAN/MCGRAW-HILL READING BOOKS JAMES FLOOD,JAN E. HASBROUCK,JAMES E. HOFFMAN,DIANE LAPP,ANGELA SHELF MEDEARIS",1,79.35
14453906,,1.0,5,6.0,4,1,1,0,amazon.com,20070226,"MACMILLAN/MCGRAW-HILL READING BOOKS JAMES FLOOD,JAN E. HASBROUCK,JAMES E. HOFFMAN,DIANE LAPP,ANGELA SHELF MEDEARIS",1,79.35
14498960,,2.0,2,8.0,7,1,1,1,amazon.com,20070226,THE GREATEST SALESPERSON ON EARTH - HOW TO SELL LIKE YOUR HAIR IS ON FIRE! CONDITION: NEW,1,34.95
14505101,,1.0,5,9.0,3,1,1,0,amazon.com,20070226,AS TIME GOES BY,1,0.01
14505322,,3.0,2,6.0,1,1,1,0,amazon.com,20070226,COLD FIRE CONDITION: NEW,1,7.99
14537805,,3.0,4,6.0,5,1,1,1,amazon.com,20070226,ONE DAY MY SOUL JUST OPENED UP: 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,1,1.0
14537805,,3.0,4,6.0,5,1,1,1,amazon.com,20070226,BEING IN BALANCE: 9 PRINCIPLES FOR CREATING HABITS TO MATCH YOUR DESIRES,1,3.5
14537805,,3.0,4,6.0,5,1,1,1,amazon.com,20070226,"SASSY, SINGLE, AND SATISFIED: SECRETS TO LOVING THE LIFE YOU'RE LIVING",1,1.49
14537805,,3.0,4,6.0,5,1,1,1,amazon.com,20070226,IN SEARCH OF THE PROVERBS 31 MAN: THE ONE GOD APPROVES AND A WOMAN WANTS,1,5.0
14545846,,4.0,5,11.0,6,1,1,0,amazon.com,20070226,THE JOLLY POCKET POSTMAN (VIKING KESTREL PICTURE BOOKS),1,16.69
14562563,,2.0,6,5.0,5,1,1,0,amazon.com,20070226,HOW TO WRITE A CHILDREN'S BOOK AND GET IT PUBLISHED CONDITION: NEW,1,11.32
14562563,,2.0,6,5.0,5,1,1,0,amazon.com,20070226,WRITING NONFICTION: TURNING THOUGHTS INTO BOOKS (WRITING NONFICTION) CONDITION: NEW,1,10.61
14562563,,2.0,6,5.0,5,1,1,0,amazon.com,20070226,WRITING WITH PICTURES: HOW TO WRITE AND ILLUSTRATE CHILDREN'S BOOKS CONDITION: NEW,1,21.26
14562563,,2.0,6,5.0,5,1,1,0,amazon.com,20070226,ILLUSTRATING CHILDREN'S BOOKS: CREATING PICTURES FOR PUBLICATION CONDITION: NEW,1,16.29
14562563,,2.0,6,5.0,5,1,1,0,amazon.com,20070226,THE AUTHOR'S TOOLKIT: A STEP-BY-STEP GUIDE TO WRITING AND PUBLISHING YOUR BOOK CONDITION: NEW,1,11.53
14571118,4.0,2.0,4,8.0,7,1,1,0,amazon.com,20070226,NURSING DRUG HANDBOOK 2007 (27TH EDITION) CONDITION: NEW,2,79.9
14577814,2.0,4.0,3,4.0,5,1,1,1,amazon.com,20070226,DRIFT CONDITION: NEW,1,16.47
14577814,2.0,4.0,3,4.0,5,1,1,1,amazon.com,20070226,MEASURING THE WORLD: A NOVEL CONDITION: NEW,1,15.64
14582893,,2.0,2,4.0,5,0,1,0,barnesandnoble.com,20070226,THE REAL MOTHER GOOSE HARDCOVER,1,9.95
14582893,,2.0,2,4.0,5,0,1,0,barnesandnoble.com,20070226,TOP 100 BABY PUREES: 100 QUICK AND EASY MEALS FOR A HEALTHY AND HAPPY BABY HARDCOVER,1,11.2
14582893,,2.0,2,4.0,5,0,1,0,barnesandnoble.com,20070226,GOLDEN BOOK OF FAIRY TALES HARDCOVER,1,15.99
14605208,,3.0,3,4.0,4,1,1,0,amazon.com,20070226,TICKLE HIS PICKLE YOUR HANDS-ON GUIDE TO PENIS PLEASING BOOKS SADIE ALLISON,1,10.17
14640091,,4.0,6,5.0,7,1,1,0,amazon.com,20070226,"THE RAW 50: 10 AMAZING BREAKFASTS, LUNCHES, DINNERS, SNACKS, AND DRINKS FOR YOUR RAW FOOD LIFESTYLE CONDITION: NEW",1,11.56
14640091,,4.0,6,5.0,7,1,1,0,amazon.com,20070226,"EATING IN THE RAW: A BEGINNER'S GUIDE TO GETTING SLIMMER, FEELING HEALTHIER, AND LOOKING YOUNGER THE RAW-FOOD WAY CONDITION: NEW",1,11.36
14640091,,4.0,6,5.0,7,1,1,0,amazon.com,20070226,THE RAW FOOD DETOX DIET: THE FIVE-STEP PLAN FOR VIBRANT HEALTH AND MAXIMUM WEIGHT LOSS CONDITION: NEW,1,16.47
14872068,1.0,3.0,2,7.0,5,0,1,0,amazon.com,20070226,PUTTING ON THE ARMOR OF GOD,1,7.98
14905280,,1.0,4,1.0,3,1,1,0,amazon.com,20070226,THE MIRACLE OF MINDFULNESS CONDITION: NEW,1,11.2
14905280,,1.0,4,1.0,3,1,1,0,amazon.com,20070226,TAO TE CHING (PENGUIN CLASSICS) CONDITION: NEW,1,7.95
14947189,,1.0,5,5.0,5,1,1,1,amazon.com,20070226,TRAVELING LIGHT- LARGE PRINT EDITION CONDITION: NEW,1,11.55
14988527,,3.0,4,10.0,5,1,1,0,amazon.com,20070226,EASY ORIGAMI BOOKS JOHN MONTROLL,1,3.95
15034058,,1.0,4,5.0,6,1,1,0,amazon.com,20070226,LINEMAN'S AND CABLEMAN'S HANDBOOK,1,25.81
15071148,,2.0,3,9.0,6,1,1,0,amazon.com,20070226,MACEDONIA CONDITION: NEW,1,12.21
15071148,,2.0,3,9.0,6,1,1,0,amazon.com,20070226,AMERICAN SPLENDOR: ANOTHER DAY (AMERICAN SPLENDOR) CONDITION: NEW,1,10.19
15071148,,2.0,3,9.0,6,1,1,0,amazon.com,20070226,"THE MUTINEER: RANTS, RAVINGS, AND MISSIVES FROM THE MOUNTAINTOP 1977-2005 CONDITION: NEW",1,21.12
15071148,,2.0,3,9.0,6,1,1,0,amazon.com,20070226,GONZO: THE ORAL HISTORY OF HUNTER S. THOMPSON CONDITION: NEW,1,17.13
15071148,,2.0,3,9.0,6,1,1,0,amazon.com,20070226,KINGDOM OF FEAR: LOATHSOME SECRETS OF A STAR-CROSSED CHILD IN THE FINAL DAYS OF THE AMERICAN CENTURY CONDITION: NEW,1,10.56
15071148,,2.0,3,9.0,6,1,1,0,amazon.com,20070226,FEAR AND LOATHING IN AMERICA : THE BRUTAL ODYSSEY OF AN OUTLAW JOURNALIST CONDITION: NEW,1,10.56
15096361,1.0,4.0,5,8.0,1,1,1,0,amazon.com,20070226,"GUIDES TO THE EVALUATION OF PERMANENT IMPAIRMENT, FIFTH EDITION CONDITION: NEW",1,133.56
15201086,,3.0,3,8.0,5,1,1,0,amazon.com,20070226,"THE ELVES OF CINTRA (THE GENESIS OF SHANNARA, BOOK 2) CONDITION: NEW",1,17.79
15201086,,3.0,3,8.0,5,1,1,0,amazon.com,20070226,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,18.89
15258593,,3.0,2,9.0,7,1,1,0,amazon.com,20070226,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,18.89
15349991,4.0,1.0,4,5.0,3,1,1,0,amazon.com,20070226,VEGETABLES EVERY DAY: THE DEFINITIVE GUIDE TO BUYING AND COOKING TODAY'S PRODUCE WITH OVER 350 RECIPES CONDITION: NEW,1,19.8
15349991,4.0,1.0,4,5.0,3,1,1,0,amazon.com,20070226,MELISSA'S GREAT BOOK OF PRODUCE: EVERYTHING YOU NEED TO KNOW ABOUT FRESH FRUITS AND VEGETABLES CONDITION: NEW,1,19.77
15349991,4.0,1.0,4,5.0,3,1,1,0,amazon.com,20070226,THE OCCASIONAL VEGETARIAN: MORE THAN 200 ROBUST DISHES TO SATISFY BOTH FULL-AND PART-TIME VEGETARIANS,1,0.01
15570272,,1.0,6,6.0,7,1,1,0,barnesandnoble.com,20070226,"SPINNING THE GLOBE: THE RISE, FALL, AND RETURN TO GREATNESS OF THE HARLEM GLOBETROTTERS PAPERBACK",1,15.95
15624811,4.0,1.0,2,6.0,3,0,1,0,amazon.com,20070226,THE GREATEST STORY EVER TOLD: A TALE OF THE GREATEST LIVE EVER LIVED,1,2.0
15625755,2.0,3.0,3,6.0,4,1,1,0,barnesandnoble.com,20070226,"THE LAWS OF MONEY, THE LESSONS OF LIFE: KEEP WHAT YOU HAVE AND CREATE WHAT YOU DESERVE CONDITION: LIKE NEW",1,4.49
15632524,,4.0,2,5.0,4,0,1,1,amazon.com,20070226,PEACH GIRL #5,1,3.87
15632524,,4.0,2,5.0,4,0,1,1,amazon.com,20070226,PEACH GIRL: SAE'S STORY VOLUME 1 (PEACH GIRL) CONDITION: NEW,1,9.99
15632524,,4.0,2,5.0,4,0,1,1,amazon.com,20070226,PEACH GIRL: SAE'S STORY VOLUME 2 (PEACH GIRL (GRAPHIC NOVELS)) CONDITION: NEW,1,9.99
15669159,5.0,1.0,3,8.0,7,1,1,0,barnesandnoble.com,20070226,HARRY POTTER AND THE DEATHLY HALLOWS (HARRY POTTER #7) HARDCOVER,2,37.78
10209792,1.0,1.0,4,5.0,5,0,1,1,amazon.com,20070227,TABER'S CYCLOPEDIC MEDICAL DICTIONARY (INDEXED) & TABER'S ELECTRONIC MEDICAL DICTIONARY CD-ROM V 3.0 CONDITION: NEW,2,156.32
10759095,2.0,2.0,5,10.0,5,1,1,0,barnesandnoble.com,20070227,LAND WHERE THE BLUES BEGAN PAPERBACK,1,21.95
10774115,,2.0,4,7.0,4,1,1,0,amazon.com,20070227,INNOCENT IN DEATH (IN DEATH) BOOKS J. D. ROBB,1,17.91
12462966,,1.0,5,10.0,4,1,1,1,amazon.com,20070227,THE LEGEND OF ZELDA: THE WIND WAKER OFFICIAL STRATEGY GUIDE FOR GAMECUBE,1,39.91
12516686,,4.0,3,11.0,7,1,1,0,amazon.com,20070227,ATTITUDE 101: WHAT EVERY LEADER NEEDS TO KNOW,1,4.75
12516686,,4.0,3,11.0,7,1,1,0,amazon.com,20070227,LEADERSHIP 101: WHAT EVERY LEADER NEEDS TO KNOW,1,5.75
12516686,,4.0,3,11.0,7,1,1,0,amazon.com,20070227,"RELATIONSHIPS 101 (MAXWELL, JOHN C.)",1,4.87
12516686,,4.0,3,11.0,7,1,1,0,amazon.com,20070227,"EQUIPPING 101 (MAXWELL, JOHN C.)",1,4.97
12592579,,1.0,5,7.0,7,1,1,1,amazon.com,20070227,LITTLE BLACK BOOK OF CARDIOLOGY (JONES AND BARTLETT'S LITTLE BLACK BOOK  SERIES) CONDITION: NEW,1,39.95
12592579,,1.0,5,7.0,7,1,1,1,amazon.com,20070227,CLINICAL CARDIOLOGY MADE RIDICULOUSLY SIMPLE (MEDMASTER SERIES 2006 EDITION) (MEDMASTER RIDICULOUSLY SIMPLE) CONDITION: NEW,1,34.95
12692356,2.0,3.0,1,10.0,3,0,1,0,amazon.com,20070227,STUDENT'S LIFE APPLICATION BIBLE: NEW LIVING TRANSLATION,1,9.99
12692356,2.0,3.0,1,10.0,3,0,1,0,amazon.com,20070227,STUDENT'S LIFE APPLICATION BIBLE: NEW LIVING TRANSLATION,1,12.5
12692356,2.0,3.0,1,10.0,3,0,1,0,amazon.com,20070227,STUDENT'S LIFE APPLICATION BIBLE: NEW LIVING TRANSLATION,1,9.95
12849316,,3.0,1,11.0,4,0,1,0,amazon.com,20070227,NARRATIVE OF MILITARY OPERATIONS DURING THE CIVIL WAR (DA CAPO PAPERBACK),1,14.99
12926473,,1.0,2,6.0,7,1,1,0,amazon.com,20070227,IT'S NOT EASY BEING MEAN (CLIQUE SERIES) CONDITION: NEW,1,9.99
12943494,,4.0,4,9.0,7,1,1,0,amazon.com,20070227,THE ORIGINAL ROAD KILL COOKBOOK CONDITION: NEW,1,6.95
12946935,,2.0,3,7.0,7,1,1,0,amazon.com,20070227,"HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) BOOKS J. K. ROWLING,MARY GRANDPR",1,18.89
12958028,,4.0,3,11.0,4,1,1,0,amazon.com,20070227,WALK TWO MOONS (SUMMER READING EDITION),1,2.98
12966033,,4.0,5,5.0,7,1,1,0,amazon.com,20070227,THE BATTLE FOR LAS VEGAS: THE LAW VS. THE MOB CONDITION: NEW,1,10.61
12980791,,3.0,2,9.0,5,0,1,0,amazon.com,20070227,THE PRIVATE MUSIC INSTRUCTION MANUAL: A GUIDE FOR THE INDEPENDENT MUSIC EDUCATOR CONDITION: NEW,1,34.95
12980791,,3.0,2,9.0,5,0,1,0,amazon.com,20070227,101 IDEAS FOR PIANO GROUP CLASS CONDITION: NEW,1,16.95
12980791,,3.0,2,9.0,5,0,1,0,amazon.com,20070227,TIME FLIES: HOW TO MAKE THE BEST USE OF TEACHING TIME CONDITION: NEW,1,9.5
12980791,,3.0,2,9.0,5,0,1,0,amazon.com,20070227,THINKING AS YOU PLAY: TEACHING PIANO IN INDIVIDUAL AND GROUP LESSONS CONDITION: NEW,1,17.71
12986362,,3.0,5,6.0,7,1,1,1,amazon.com,20070227,THE CITIES BOOK: A JOURNEY THROUGH THE BEST CITIES IN THE WORLD (LONELY PLANET PICTORIAL) CONDITION: NEW,1,31.5
12986362,,3.0,5,6.0,7,1,1,1,amazon.com,20070227,FLY SOLO: THE 50 BEST PLACES ON EARTH FOR A GIRL TO TRAVEL ALONE CONDITION: NEW,1,10.85
12995431,,2.0,5,10.0,4,1,1,0,barnesandnoble.com,20070227,YELLOW STAR HARDCOVER,1,11.38
12995431,,2.0,5,10.0,4,1,1,0,barnesandnoble.com,20070227,ANIMALIA (PICTURE PUFFINS) PAPERBACK,1,1.99
12995431,,2.0,5,10.0,4,1,1,0,barnesandnoble.com,20070227,ANIMALIA (PICTURE PUFFINS) PAPERBACK,1,1.99
13002752,,3.0,2,6.0,6,0,2,0,amazon.com,20070227,STAFFING ORGANIZATIONS,1,103.39
13008850,,2.0,5,10.0,7,1,1,0,amazon.com,20070227,PHILOSOPHY HOPE IN A JAR BEAUTY,1,35.0
13037680,,3.0,5,7.0,7,1,1,0,amazon.com,20070227,THE POWER OF FOCUS,1,14.08
13037680,,3.0,5,7.0,7,1,1,0,amazon.com,20070227,"LEADERSHIP: A COMMUNICATION PERSPECTIVE, FOURTH EDITION",1,18.49
13037680,,3.0,5,7.0,7,1,1,0,amazon.com,20070227,"LEADING FROM THE LOCKERS, STUDENT EDITION",1,4.15
13037680,,3.0,5,7.0,7,1,1,0,amazon.com,20070227,LETTERS TO THE CORINTHIANS (NEW DAILY STUDY BIBLE),1,7.47
13386889,,4.0,2,9.0,6,0,1,0,amazon.com,20070227,BIRNBAUM'S WALT DISNEY WORLD 2007 (BIRNBAUM'S WALT DISNEY WORLD),1,5.99
13676337,,3.0,5,7.0,7,1,1,1,amazon.com,20070227,BEST OF THE BEST FROM MISSISSIPPI COOKBOOK: SELECTED RECIPES FROM MISSISSIPPI'S FAVORITE COOKBOOKS (BEST OF THE BEST STATE COOKBOOKS),1,10.91
13676337,,3.0,5,7.0,7,1,1,1,amazon.com,20070227,BEST OF THE BEST FROM LOUISIANA,1,3.89
13693076,2.0,3.0,1,8.0,3,0,1,0,amazon.com,20070227,I KNOW THIS MUCH IS TRUE (OPRAH'S BOOK CLUB),1,7.7
13743767,,1.0,1,8.0,1,0,1,1,amazon.com,20070227,NO TRUE GLORY: A FRONTLINE ACCOUNT OF THE BATTLE FOR FALLUJAH,1,7.9
13758129,,3.0,4,11.0,5,1,1,0,barnesandnoble.com,20070227,CHRISTINE FALLS HARDCOVER,1,15.0
13758129,,3.0,4,11.0,5,1,1,0,barnesandnoble.com,20070227,WHAT DO YOU DO WITH A TAIL LIKE THIS? HARDCOVER,1,10.8
13823255,1.0,1.0,5,7.0,5,1,1,0,amazon.com,20070227,REDISCOVERING THE KINGDOM CONDITION: NEW,1,14.19
13823255,1.0,1.0,5,7.0,5,1,1,0,amazon.com,20070227,MOST IMPORTANT PERSON ON EARTH CONDITION: NEW,1,13.59
13823255,1.0,1.0,5,7.0,5,1,1,0,amazon.com,20070227,KINGDOM PRINCIPLES: PREPARING FOR KINGDOM EXPERIENCE AND EXPANSION (UNDERSTANDING THE KINGDOM) CONDITION: NEW,1,14.19
13874927,2.0,3.0,4,9.0,2,1,1,0,amazon.com,20070227,ROBERT HARDY'S SEVEN DAYS CONDITION: NEW,1,10.19
13874927,2.0,3.0,4,9.0,2,1,1,0,amazon.com,20070227,ON THE ANVIL,1,3.19
14078836,,4.0,3,9.0,7,1,1,0,amazon.com,20070227,AMERICA: A CONCISE HISTORY SINCE 1865 (AMERICA),1,3.0
14247579,,1.0,2,9.0,7,0,1,0,amazon.com,20070227,THE LAST TOWN ON EARTH: A NOVEL CONDITION: NEW,1,16.29
14327602,,2.0,1,4.0,5,0,1,0,amazon.com,20070227,6-DAY BODY MAKEOVER: DROP ONE WHOLE DRESS OR PANT SIZE IN JUST 6 DAYS--AND KEEP IT OFF CONDITION: NEW,1,6.99
14361162,2.0,1.0,3,8.0,5,1,1,0,amazon.com,20070227,FACING EAST: A PILGRIM'S JOURNEY INTO THE MYSTERIES OF ORTHODOXY,1,4.67
14381466,,3.0,5,6.0,5,1,1,0,amazon.com,20070227,HAMLET (ARKANGEL COMPLETE SHAKESPEARE) CONDITION: NEW,1,16.47
14381466,,3.0,5,6.0,5,1,1,0,amazon.com,20070227,MUCH ADO ABOUT NOTHING (ARKANGEL COMPLETE SHAKESPEARE) CONDITION: NEW,1,14.56
14381466,,3.0,5,6.0,5,1,1,0,amazon.com,20070227,JULIUS CAESAR (ARKANGEL COMPLETE SHAKESPEARE) CONDITION: NEW,1,17.71
14411252,,3.0,2,2.0,2,0,1,0,amazon.com,20070227,WEE SING MORE BIBLE SONGS BOOK AND CD (REISSUE) (WEE SING),1,5.98
14426369,,1.0,2,10.0,1,1,1,0,barnesandnoble.com,20070227,BLOOD DIAMOND SPECIAL EDITION / WIDE SCREEN / SLIP SLEEVE / SUBTITLED,1,22.03
14426369,,1.0,2,10.0,1,1,1,0,barnesandnoble.com,20070227,THE PURSUIT OF HAPPYNESS WIDE SCREEN / SUBTITLED / DUBBED,1,18.25
14429759,,3.0,4,6.0,7,1,1,0,amazon.com,20070227,THE CARE OF STRANGERS: THE RISE OF AMERICA'S HOSPITAL SYSTEM,1,9.99
14429759,,3.0,4,6.0,7,1,1,0,amazon.com,20070227,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,2,37.78
14434218,,4.0,3,8.0,7,1,1,0,amazon.com,20070227,NURSING ASSISTANT CARE,1,23.89
14451983,,1.0,2,3.0,1,0,2,0,amazon.com,20070227,BY NIGHT IN CHILE CONDITION: NEW,1,11.58
14461112,,3.0,2,6.0,5,0,1,0,amazon.com,20070227,"AGE OF OPPORTUNITY: A BIBLICAL GUIDE TO PARENTING TEENS, SECOND EDITION (RESOURCES FOR CHANGING LIVES) CONDITION: NEW",3,31.92
14461112,,3.0,2,6.0,5,0,1,0,amazon.com,20070227,DON'T MAKE ME COUNT TO THREE: A MOM'S LOOK AT HEART-ORIENTED DISCIPLINE CONDITION: NEW,10,107.8
14461112,,3.0,2,6.0,5,0,1,0,amazon.com,20070227,FACING AUTISM: GIVING PARENTS REASONS FOR HOPE AND GUIDANCE FOR HELP CONDITION: NEW,1,10.19
14513552,,3.0,3,6.0,6,1,1,0,amazon.com,20070227,SMALL STAKES HOLD 'EM: WINNING BIG WITH EXPERT PLAY,1,12.94
14524299,,3.0,4,4.0,3,1,1,0,amazon.com,20070227,NOT THAT INNOCENT CONDITION: NEW,1,11.2
14559099,,3.0,2,8.0,7,1,1,0,amazon.com,20070227,THE APPLE TREE CONDITION: NEW,1,10.17
14559414,,4.0,3,8.0,7,1,1,0,amazon.com,20070227,THE 22 IMMUTABLE LAWS OF MARKETING:  VIOLATE THEM AT YOUR OWN RISK! CONDITION: NEW,1,11.32
14559414,,4.0,3,8.0,7,1,1,0,amazon.com,20070227,"MAKING MUSIC WITH SAMPLES: TIPS, TECHNIQUES, AND 600+ READY-TO-USE SAMPLES CONDITION: NEW",1,26.37
14588840,,1.0,3,5.0,4,1,1,0,amazon.com,20070227,FAIREST,1,7.58
14607489,,3.0,2,3.0,1,0,1,1,amazon.com,20070227,DISORDERLY CONDUCT: EXCERPTS FROM ACTUAL CASES,1,6.04
14618069,,1.0,4,7.0,6,1,1,0,amazon.com,20070227,RETHINKING GLOBALIZATION: TEACHING FOR JUSTICE IN AN UNJUST WORLD CONDITION: NEW,1,12.89
14635254,,4.0,2,9.0,7,0,1,0,amazon.com,20070227,UNDERSTANDING AND USING ENGLISH GRAMMAR (THIRD EDITION) (FULL STUDENT EDITION WITHOUT ANSWER KEY) CONDITION: NEW,1,46.6
14650779,4.0,3.0,3,4.0,2,1,1,0,amazon.com,20070227,RICKY GERVAIS PRESENTS: THE WORLD OF KARL PILKINGTON CONDITION: NEW,1,13.57
14703679,2.0,2.0,2,6.0,5,1,1,0,amazon.com,20070227,PROMISES FROM GOD FOR SINGLE WOMEN,1,2.0
14703679,2.0,2.0,2,6.0,5,1,1,0,amazon.com,20070227,DADDY LOVES HIS GIRLS,1,0.02
14703679,2.0,2.0,2,6.0,5,1,1,0,amazon.com,20070227,THE PRINCESS WITHIN: RESTORING THE SOUL OF A WOMAN,1,1.99
14703679,2.0,2.0,2,6.0,5,1,1,0,amazon.com,20070227,GOD'S LEADING LADY,1,0.29
14716033,,4.0,3,6.0,7,1,1,0,amazon.com,20070227,"CHURCH HISTORY: A COURSE ON THE PEOPLE OF GOD, SCHOOL GUIDE (SADLIER FAITH AND WITNESS) CONDITION: NEW",1,18.36
14725263,,3.0,3,11.0,5,1,1,0,amazon.com,20070227,LEDYARD IN SEARCH OF THE FIRST AMERICAN EXPLORER BOOKS BILL GIFFORD,1,16.5
14734748,2.0,2.0,4,8.0,7,1,1,0,amazon.com,20070227,THE LEARN PROGRAM FOR WEIGHT MANAGEMENT 2000 (10TH ED.),1,7.95
14755148,,3.0,2,7.0,3,0,1,0,amazon.com,20070227,WOMEN & MONEY: OWNING THE POWER TO CONTROL YOUR DESTINY CONDITION: NEW,1,14.97
14807291,,3.0,3,3.0,6,1,1,0,amazon.com,20070227,THE ESSENTIAL GUIDE TO BECOMING A FLIGHT ATTENDANT CONDITION: NEW,1,14.16
14816437,1.0,3.0,2,11.0,3,0,1,0,barnesandnoble.com,20070227,INNOVATIVE ADORNMENTS: AN INTRODUCTION TO FUSED GLASS AND WIRE JEWELRY PAPERBACK,1,23.95
14816437,1.0,3.0,2,11.0,3,0,1,0,barnesandnoble.com,20070227,FUSE IT: A CONTINUING JOURNEY IN KILN WORKED GLASS PAPERBACK,1,19.16
14850895,,2.0,2,7.0,4,1,1,0,amazon.com,20070227,TEACH YOURSELF LATIN COMPLETE COURSE CONDITION: NEW,1,11.32
